id,player_id,team_id,team_abbr,first_name,last_name,position,archetype,age,year,height,overall,shooting2,shooting3,finishing,free_throw,ballwork,rebounding,interior_defense,perimeter_defense,potential_grade,pro_potential_grade,stamina,playtime_expectations,personality,free_agency,recruiting_bias,work_ethic,academic_bias,college_id,college,draft_pick_id,draft_pick,drafted_team_id,drafted_team_abbr,prime_age,is_free_agent,is_nba,is_g_league,is_two_way,is_waived,is_on_trade_block,is_first_team_anba,is_dpoy,is_mvp,is_international,is_super_max_qualified,max_requested,is_retiring,inside_proportion,mid_range_proportion,three_point_proportion,minutes,position_one,position_two,position_three,p1_minutes,p2_minutes,p3_minutes,state,country,potential,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,drafted_round,previous_team_id,previous_team,is_accepting_offers,is_negotiating,minimum_value,signing_round,negotiation_round,recruiting_bias_value,has_progressed,rejections,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,relative_id,notes,relative_type,created_at,updated_at,deleted_at,stars,defense,is_int_generated,is_int_declared
75,75,0,FA,Aaron,Thompson,C,"Rim Protector",25,3,6-9,80,12,9,14,20,14,19,14,26,A,70,41,3,Average,Average,"Prefers to play for a specific coach","Track Athlete",Average,56,MEMP,0,0,0,,29,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PF,C,,0,0,0,Georgia,USA,76,0,0,0,1,0,0,0,1,0,0,0,,1,0,10,5,4,,1,0,9,12,0,,,0,0,0,,0,"2023-08-19 22:53:22.250","2026-02-15 19:03:06.740",NULL,4,0,0,0
76,76,0,FA,Leif,Brandt,SF,,25,1,6-5,60,24,19,12,13,12,9,10,8,B-,50,38,0,Average,Average,Average,Persistant,"Has other priorities",56,MEMP,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Texas,USA,65,1,0,0,0,0,0,0,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:29:07.707","2026-02-15 19:03:07.048",NULL,2,0,0,0
77,77,0,FA,Wilbur,Santiago,C,"Stretch Bigs",25,2,6-10,80,1,10,18,6,22,19,17,16,C+,50,33,11,Perfectionist,Average,Average,Hard-working,Average,56,MEMP,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,California,USA,80,0,0,0,0,1,0,1,0,0,0,0,,1,0,10,7,6,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:47:22.044","2026-02-15 19:03:07.373",NULL,3,0,0,0
78,78,0,FA,Dale,Chandler,SF,,24,1,6-8,74,17,30,10,13,15,17,9,16,D,17,36,0,Average,Average,Average,Average,Average,56,MEMP,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Arizona,USA,79,0,1,0,0,0,1,0,0,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:29:08.158","2026-02-15 19:03:07.685",NULL,4,0,0,0
79,79,0,FA,Steven,Watson,SG,"Mid-Range Magician",24,2,6-4,79,18,19,17,16,27,10,10,6,B-,51,40,10,Average,Average,Average,Average,Average,56,MEMP,0,51,5,"Chicago Bulls",29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Texas,USA,65,1,0,0,1,1,0,0,0,0,2,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:41:11.198","2026-02-15 19:03:08.011",NULL,4,0,0,0
83,83,0,FA,Travis,Willis,PF,,27,5,6'8,75,12,12,22,13,14,14,11,16,C,48,42,10,Average,Average,,"Focuses on Max Reps",,134,SMC,0,0,168,POR,27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,PF,,0,0,0,,Hungary,48,0,0,0,1,0,0,0,0,1,0,168,POR,1,0,1.9,5,4,,1,0,12,10,0,,,0,0,0,,0,"2023-01-05 19:18:23.537","2026-02-15 19:03:08.335",NULL,0,11,0,0
84,84,17,"Milwaukee Bucks",Francis,Doyle,PG,,27,5,6'2,96,23,16,23,24,20,24,5,11,C,46,42,19,Average,Average,,Average,,134,SMC,0,0,160,MIL,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,SG,,0,0,0,,Uruguay,46,1,0,0,1,0,1,0,0,3,0,0,,0,0,20,4,3,,1,0,10,12,0,,,0,0,0,,0,"2023-01-05 19:14:50.034","2026-02-15 19:03:08.648",NULL,0,8,0,0
85,85,0,FA,Jesse,Martin,SF,"Two-Way Wing",26,3,6-7,55,7,15,13,9,9,9,12,16,C+,44,48,12,Average,Average,Average,"Focuses on Max Weight","Has other priorities",134,SMC,0,0,0,,25,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,SG,SF,,0,0,0,California,USA,65,0,1,0,1,0,0,0,1,0,0,0,,1,0,1.7,5,4,,1,0,10,12,0,,,0,0,0,,0,"2023-08-19 22:53:22.531","2026-02-15 19:03:08.953",NULL,2,0,0,0
86,86,0,FA,Booker,Lewandowski,PG,"Mid-Range Magician",26,3,6-2,82,25,24,10,21,19,14,18,15,C+,42,45,19,Average,Average,"Wants that NIL money",Average,Average,134,SMC,0,0,0,,28,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,SG,,0,0,0,D.C.,USA,94,1,0,0,0,1,0,1,1,0,0,0,,1,0,10,7,6,,1,0,8,19,0,,,0,0,0,,0,"2023-08-19 22:53:22.819","2026-02-15 19:03:09.264",NULL,2,0,0,0
87,87,0,FA,Reyes,Partridge,SG,3-and-D,26,3,6-4,62,11,14,15,11,14,6,14,17,C,42,41,17,Abrasive,Average,Multi-Sport,Average,Average,134,SMC,0,0,0,,26,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,SG,,0,0,0,,France,81,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.7,7,6,,1,0,8,10,0,,,0,0,0,,0,"2023-08-19 22:53:23.111","2026-02-15 19:03:09.584",NULL,2,0,0,0
88,88,22,"Orlando Magic",Fred,Andrews,C,"Stretch Bigs",25,5,6'9,99,18,16,20,20,17,20,19,29,B-,61,48,7,Average,Average,,Average,,134,SMC,0,0,165,ORL,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PF,C,,0,0,0,,Spain,61,0,1,1,0,0,0,0,1,3,0,0,,0,0,20,4,3,,1,0,9,12,0,,,0,0,0,,0,"2023-01-05 19:14:56.086","2026-02-15 19:03:09.890",NULL,0,15,0,0
89,89,0,FA,Abraham,Lawson,PF,"Pure Defender",25,3,6-8,91,15,12,12,16,21,21,17,30,C+,43,45,21,Average,Average,Average,Average,Average,134,SMC,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,PF,,0,0,0,Michigan,USA,89,0,0,0,0,1,1,1,1,0,0,0,,1,0,20,7,6,,1,0,9,9,0,,,0,0,0,,0,"2023-08-19 22:53:23.396","2026-02-15 19:03:10.201",NULL,3,0,0,0
90,90,0,FA,Wm,Mccarthy,C,"Rim Protector",25,2,7-1,53,12,11,11,6,13,9,12,11,B,50,48,11,Average,Average,Average,Average,Average,134,SMC,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Illinois,USA,81,0,0,0,0,1,0,0,0,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:47:30.066","2026-02-15 19:03:10.516",NULL,2,0,0,0
91,91,0,FA,Nicholas,Garcia,SG,"Sharp Shooter",24,2,6-3,77,21,22,11,27,20,9,9,19,B,57,39,8,Average,Average,Average,Quiet,Average,134,SMC,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Texas,USA,94,1,1,0,1,0,0,0,1,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:47:30.363","2026-02-15 19:03:10.830",NULL,3,0,0,0
95,95,0,FA,Johnny,Young,SF,,27,5,6'6,70,18,16,13,16,11,12,22,14,C-,39,45,9,"Absent Minded",Average,,Average,,107,TLNE,0,0,165,ORL,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SG,,,0,0,0,,Japan,39,0,1,0,0,1,0,0,1,3,0,0,,1,0,1.9,4,3,,1,0,12,9,0,,,0,0,0,,0,"2023-01-05 19:18:03.768","2026-02-15 19:03:11.147",NULL,0,17,0,0
96,96,27,SAS,Roger,Stewart,PF,,27,5,6'8,103,15,14,31,15,20,18,20,21,B+,69,48,17,Eccentric,Average,,Average,,107,TLNE,0,0,176,WAS,30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PF,SF,,0,0,0,,Argentina,69,0,0,1,0,0,0,0,0,1,0,0,,0,0,31,4,3,,1,0,14,7,0,,,0,0,0,,0,"2023-01-05 19:14:04.197","2026-02-15 19:03:11.467",NULL,0,19,0,0
97,97,0,FA,William,Green,PG,,27,5,6'4,73,22,20,11,20,23,7,10,14,C,50,44,10,Average,Average,,"Trolls on Discord",,107,TLNE,0,0,159,MIA,27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,SG,,0,0,0,,China,50,1,0,0,1,1,0,1,0,4,0,159,MIA,1,0,1.9,5,4,,1,0,9,13,0,,,0,0,0,,0,"2023-01-05 19:18:19.765","2026-02-15 19:03:11.781",NULL,0,10,0,0
98,98,27,SAS,Len,Shultz,C,"Rim Protector",26,5,6'9,94,16,10,26,20,11,17,24,26,B,67,48,26,Average,Average,,"Working-Class mentality",,107,TLNE,0,0,150,DAL,28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,PF,,0,0,0,,Russia,67,0,0,0,1,0,0,0,1,2,0,7,"Dallas Mavericks",0,0,20,5,4,,1,0,9,9,0,,,0,0,0,,0,"2023-01-05 19:15:40.916","2026-02-15 19:03:12.093",NULL,0,20,0,0
99,99,0,FA,Rex,Baker,PG,,26,3,6-1,81,11,19,27,13,12,14,9,20,B-,48,44,9,Impatient,Average,"Prefers to play for an up-and-coming team","Footwork king","Seeks out tutoring",107,TLNE,0,0,0,,26,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,SG,,0,0,0,Ohio,USA,87,0,0,1,0,0,0,0,1,0,0,0,,1,0,10,7,6,,1,0,10,8,0,,,0,0,0,,0,"2023-08-19 22:53:23.673","2026-02-15 19:03:12.416",NULL,2,0,0,0
100,100,23,PHI,Santos,Bass,SF,Slasher,26,3,6-6,89,28,11,28,23,12,14,11,20,B-,45,35,13,Average,Average,Average,Persistant,"Less likely to get academic probation",107,TLNE,0,0,0,,26,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SF,PF,,0,0,0,,Sweden,100,1,0,1,1,0,0,0,1,0,0,0,,0,0,10,6,5,,1,0,15,9,0,,,0,0,0,,0,"2023-08-19 22:53:23.961","2026-02-15 19:03:12.728",NULL,2,0,0,0
102,102,0,FA,Daniel,Bennett,PF,"Pure Defender",26,3,6-6,66,6,10,18,7,11,16,13,16,D-,14,43,15,Average,Average,Average,Average,"Teacher's Pet",107,TLNE,0,0,0,,26,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SF,PF,,0,0,0,Massachusetts,USA,67,0,0,0,1,0,1,0,0,0,0,0,,1,0,1.7,6,5,,1,0,12,7,0,,,0,0,0,,0,"2023-08-19 22:53:24.252","2026-02-15 19:03:13.049",NULL,3,0,0,0
103,103,0,FA,Lazaro,Gracia,PF,"Pure Defender",26,3,6-6,80,10,13,15,4,18,27,12,11,B-,44,38,12,Average,Average,Average,"Trolls on Discord",Average,107,TLNE,0,0,0,,25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SF,C,,0,0,0,Pennsylvania,USA,72,1,0,0,0,0,1,0,0,0,0,0,,1,0,10,4,3,,1,0,12,10,0,,,0,0,0,,0,"2023-08-19 22:53:24.532","2026-02-15 19:03:13.356",NULL,3,0,0,0
104,104,0,FA,Bobbie,Jack,SG,"Defensive Dawg",25,1,6-3,59,11,23,9,12,15,14,9,3,B-,44,46,0,Average,Average,Average,Complacent,Average,107,TLNE,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Arizona,USA,74,0,1,0,0,0,1,1,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:29:08.724","2026-02-15 19:03:13.662",NULL,1,0,0,0
105,105,0,FA,Bobby,Mitchell,PF,"Pure Defender",25,1,6-6,63,14,10,4,15,18,17,11,11,C,48,40,0,Average,Average,Average,"Center of Attention",Tutor,107,TLNE,0,0,0,,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,California,USA,65,1,0,0,0,1,0,1,1,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:29:09.178","2026-02-15 19:03:13.976",NULL,2,0,0,0
106,106,0,FA,Howard,Bell,C,"Rim Protector",25,1,6-11,62,11,6,14,14,11,16,12,11,A,75,43,0,Average,"I'm the starter",Average,Average,"Sits at the front of the class",107,TLNE,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Wisconsin,USA,87,0,0,0,1,0,0,0,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:29:09.627","2026-02-15 19:03:14.294",NULL,2,0,0,0
107,107,0,FA,Faustino,Thatcher,PG,"Floor General",25,2,6-4,79,18,20,12,31,20,8,17,16,F,6,39,10,Average,Average,Average,Average,Studious,107,TLNE,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Florida,USA,81,0,1,0,1,0,0,1,0,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:50:09.454","2026-02-15 19:03:14.614",NULL,4,0,0,0
109,109,0,FA,Steve,Henderson,PF,,27,5,6'6,81,14,13,21,12,10,17,26,15,B,64,44,18,Motivational,Average,,Average,,129,WISC,0,0,163,NYK,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PF,,,0,0,0,,Russia,64,1,0,1,0,1,1,1,0,5,0,0,,1,0,10,5,4,,1,0,10,12,0,,,0,0,0,,0,"2023-01-05 19:17:20.197","2026-02-15 19:03:14.942",NULL,0,16,0,0
110,110,0,FA,Victor,Adams,SG,,27,5,6'1,85,23,21,15,24,22,14,10,14,C+,53,48,19,Average,Average,,"Center of Attention",,129,WISC,0,0,147,BKN,27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Chile,53,1,0,1,0,0,1,0,0,3,0,19,"New Orleans Pelicans",1,0,10,7,6,,1,0,17,12,0,,,0,0,0,,0,"2023-01-05 19:16:30.154","2026-02-15 19:03:15.263",NULL,0,13,0,0
112,112,0,FA,Roy,Barnes,PG,"Mid-Range Magician",26,3,6-3,72,17,26,8,21,26,6,11,12,B-,44,48,8,Selfish,Average,"Prefers to be close to home",Average,"Studies hard",129,WISC,0,0,0,,30,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SG,,,0,0,0,,Nigeria,82,0,1,0,1,1,0,0,0,0,0,0,,1,0,1.7,4,3,,1,0,7,7,0,,,0,0,0,,0,"2023-08-19 22:53:24.814","2026-02-15 19:03:15.574",NULL,1,0,0,0
113,113,0,FA,Ralph,Long,PG,"Mid-Range Magician",26,3,6-0,83,24,18,15,21,24,14,12,6,C+,45,38,10,Average,Average,Average,Average,"Sits at the back of the class",129,WISC,0,0,0,,27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SG,,,0,0,0,,Canada,82,1,0,0,0,1,1,1,0,0,0,0,,1,0,10,5,4,,1,0,13,8,0,,,0,0,0,,0,"2023-08-19 22:53:25.089","2026-02-15 19:03:15.957",NULL,2,0,0,0
114,114,0,FA,Andrew,Jones,PF,"Pure Defender",25,2,6-5,78,7,12,20,9,15,20,13,15,B-,52,42,19,Popular,Average,"Prefers to play in a different state","Film Room Genius",Average,129,WISC,0,0,0,,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Illinois,USA,97,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:50:13.848","2026-02-15 19:03:16.272",NULL,3,0,0,0
115,115,0,FA,Nicholas,Mitchell,PF,"Two-Way Wing",25,2,6-8,78,17,9,12,12,23,16,15,15,C,44,34,15,"Book Worm",Average,Average,Average,Average,129,WISC,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Arkansas,USA,65,1,1,0,1,1,0,1,0,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:50:15.748","2026-02-15 19:03:16.593",NULL,2,0,0,0
116,116,10,"Golden State Warriors",Jeramy,Booth,PF,"Offensive Weapon",25,2,6-7,85,18,16,20,19,14,18,13,20,B-,46,42,17,Reserved,"Hates Tags",Average,Average,Average,129,WISC,0,29,10,"Golden State Warriors",30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,California,USA,67,1,1,1,1,0,1,0,0,0,1,0,,0,0,10,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:40:47.998","2026-02-15 19:03:16.905",NULL,3,0,0,0
118,118,29,TOR,Amos,Quinn,PG,"Mid-Range Magician",24,2,6-3,85,25,16,11,32,14,17,16,22,C+,47,40,3,Motivational,"Championship seeking",Average,Average,"Never Studies",129,WISC,0,0,0,,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Lithuania,86,1,0,0,1,1,0,0,1,0,0,0,,0,0,10,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:50:16.984","2026-02-15 19:03:17.222",NULL,4,0,0,0
121,121,0,FA,Jere,Winkler,C,"Stretch Bigs",27,5,6'9,72,15,17,11,19,5,20,15,23,C,45,43,15,Average,Average,,Average,,125,WAST,0,0,152,DET,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,,,0,0,0,,Haiti,45,0,0,0,1,1,0,1,0,3,0,152,DET,1,0,1.9,6,5,,1,0,12,7,0,,,0,0,0,,0,"2023-01-05 19:17:28.585","2026-02-15 19:03:17.530",NULL,0,20,0,0
123,123,0,FA,Willie,Foster,SG,,27,5,6'1,64,21,19,9,19,14,8,15,14,D+,35,43,17,Average,Average,,Average,,125,WAST,0,0,168,POR,26,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,,,0,0,0,,Japan,35,0,1,0,0,0,0,0,0,1,0,168,POR,1,0,1.9,4,3,,1,0,14,8,0,,,0,0,0,,0,"2023-01-05 19:17:30.848","2026-02-15 19:03:17.848",NULL,0,14,0,0
125,125,0,FA,Randy,Russell,PG,"Floor General",26,3,6-1,81,16,11,19,11,17,18,14,17,B-,53,48,14,Average,Average,Average,"Center of Attention",Average,125,WAST,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,,,0,0,0,"New Jersey",USA,83,0,0,0,0,0,1,0,0,0,0,0,,1,0,10,5,4,,1,0,9,11,0,,,0,0,0,,0,"2023-08-19 22:53:25.390","2026-02-15 19:03:18.162",NULL,3,0,0,0
126,126,0,FA,Edgar,Hardy,SG,,26,5,6'4,85,25,19,23,25,13,12,12,17,C,45,47,14,Average,Average,,Average,,125,WAST,0,0,161,MIN,30,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,England,45,0,0,1,0,0,1,1,0,3,0,0,,1,0,10,5,4,,1,0,13,15,0,,,0,0,0,,0,"2023-01-05 19:17:29.334","2026-02-15 19:03:18.480",NULL,0,10,0,0
127,127,0,FA,Shirley,Minnick,PF,"Two-Way Wing",26,3,6-8,76,10,14,12,9,11,22,18,23,C-,32,40,22,Average,Average,"Wants that NIL money",Average,Average,125,WAST,0,0,0,,26,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PF,SF,,0,0,0,,Australia,90,0,1,0,0,0,1,0,1,0,0,0,,1,0,1.7,4,3,,1,0,9,8,0,,,0,0,0,,0,"2023-08-19 22:53:25.670","2026-02-15 19:03:18.803",NULL,3,0,0,0
128,128,0,FA,Jordon,Thacker,SF,"Two-Way Wing",26,3,6-8,62,20,23,10,15,9,12,12,13,A+,82,42,15,Average,Average,Average,Average,Average,125,WAST,0,0,0,,26,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SG,SF,,0,0,0,Florida,USA,76,1,1,0,0,0,0,1,0,0,0,0,,1,0,1.7,6,5,,1,0,14,9,0,,,0,0,0,,0,"2023-08-19 22:53:25.958","2026-02-15 19:03:19.124",NULL,2,0,0,0
129,129,0,FA,Dalton,Matthew,SF,All-Around,26,3,6-8,58,9,13,13,9,16,10,5,14,C+,48,39,5,Average,Average,Average,Average,"Studies hard",125,WAST,0,0,0,,30,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,0,0,0,Minnesota,USA,75,1,1,1,1,1,1,0,0,0,0,0,,1,0,1.7,4,3,,1,0,9,11,0,,,0,0,0,,0,"2023-08-19 22:53:26.246","2026-02-15 19:03:19.443",NULL,1,0,0,0
130,130,0,FA,Alphonso,Bloom,PF,,25,2,6-6,68,13,11,12,23,16,13,13,12,C,45,40,4,Average,Average,Average,"Focuses on Max Weight",Average,125,WAST,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Texas,USA,79,0,1,0,1,1,0,0,0,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:50:18.207","2026-02-15 19:03:19.771",NULL,2,0,0,0
131,131,0,FA,Bradley,Lloyd,PG,"Floor General",25,2,5-11,67,7,12,16,10,18,9,14,16,C+,44,48,10,Tough,Average,Average,"Skips Leg Day",Average,125,WAST,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Canada,85,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:50:24.944","2026-02-15 19:03:20.082",NULL,3,0,0,0
132,132,0,FA,Eric,Young,SG,"Dunk Specialist",25,1,6-3,62,14,22,7,20,25,5,8,6,D-,9,37,0,Average,Average,Average,Average,Average,125,WAST,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Kansas,USA,74,0,1,1,1,1,0,0,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:29:10.068","2026-02-15 19:03:20.393",NULL,1,0,0,0
133,133,0,FA,Joe,Morgan,SG,3-and-D,25,1,6-0,48,7,15,5,9,12,10,11,11,D,15,37,0,Average,Average,Average,Average,Average,57,MIAF,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Utah,USA,71,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:29:10.508","2026-02-15 19:03:20.706",NULL,1,0,0,0
134,134,0,FA,Guillermo,Marsh,PG,,27,5,6'3,75,19,14,16,22,20,8,17,9,C+,53,44,20,Average,Average,,Average,,135,VCU,0,0,152,DET,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,,,0,0,0,,Japan,53,0,0,1,0,1,0,0,0,2,0,152,DET,1,0,1.9,5,4,,1,0,12,9,0,,,0,0,0,,0,"2023-01-05 19:18:12.942","2026-02-15 19:03:21.026",NULL,0,14,0,0
135,135,0,FA,Joshua,Watson,C,"Rim Protector",27,5,6'9,62,8,8,19,11,6,16,10,15,D,29,48,12,Introvert,Average,,Average,,135,VCU,0,0,164,OKC,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,,,0,0,0,,Cameroon,29,0,0,0,0,0,0,0,0,0,0,164,OKC,1,0,1.9,7,6,,1,0,10,10,0,,,0,0,0,,0,"2023-01-05 19:18:21.275","2026-02-15 19:03:21.339",NULL,0,14,0,0
136,136,0,FA,Michael,Stewart,PG,,27,5,6'2,75,18,12,16,23,19,9,17,11,C+,54,38,11,Average,Average,,"Focuses on Max Reps",,135,VCU,0,0,168,POR,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,,,0,0,0,,Mozambique,54,0,0,0,0,0,0,0,0,0,0,168,POR,1,0,1.9,7,6,,1,0,5,12,0,,,0,0,0,,0,"2023-01-05 19:18:49.086","2026-02-15 19:03:21.654",NULL,0,13,0,0
138,138,0,FA,Sean,Roberts,PG,"Floor General",26,3,5-10,71,14,17,16,12,21,11,4,14,C+,41,39,21,Reliable,Average,Average,Average,Average,135,VCU,0,0,0,,26,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SG,PG,,0,0,0,Texas,USA,73,0,1,0,0,0,0,1,1,0,0,0,,1,0,1.7,6,5,,1,0,11,11,0,,,0,0,0,,0,"2023-08-19 22:53:26.537","2026-02-15 19:03:21.973",NULL,3,0,0,0
139,139,0,FA,Philip,Washington,C,"Rim Protector",26,3,6-9,80,4,11,22,5,12,20,16,25,D,15,45,10,Cooperative,Average,Average,Average,Average,135,VCU,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Wisconsin,USA,93,0,0,0,0,0,1,0,1,0,0,0,,1,0,10,6,5,,1,0,8,8,0,,,0,0,0,,0,"2023-08-19 22:53:26.820","2026-02-15 19:03:22.302",NULL,1,0,0,0
141,141,0,FA,Paul,Martinez,PF,"Point Forward",26,3,6-8,75,13,14,21,17,17,8,19,11,C+,42,38,13,Average,Average,"Prefers to play for a national championship contender",Average,Average,135,VCU,0,0,0,,26,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SF,C,,0,0,0,Michigan,USA,85,0,0,0,1,1,0,1,0,0,0,0,,1,0,1.7,4,3,,1,0,11,9,0,,,0,0,0,,0,"2023-08-19 22:53:27.102","2026-02-15 19:03:22.616",NULL,2,0,0,0
142,142,9,"Detroit Pistons",Matthew,Scott,SF,"Pure Defender",26,3,6-7,86,15,14,16,17,18,16,22,20,B,54,48,20,Average,"Drafted team discount",Average,Average,"Studies hard",135,VCU,57,57,9,"Detroit Pistons",28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Washington,USA,71,0,0,0,1,1,1,1,1,0,2,0,,1,0,10,5,4,,1,0,13,7,0,,,0,0,0,,0,"2023-08-19 22:48:10.612","2026-02-15 19:03:22.921",NULL,4,0,0,0
143,143,0,FA,Cletus,Silver,PG,All-Around,25,1,6-3,54,11,12,6,9,14,12,13,11,B-,60,42,0,Average,"I'm the starter",Average,Average,Average,366,CHAM,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Georgia,USA,69,1,1,1,0,1,0,1,1,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:29:10.948","2026-02-15 19:03:23.234",NULL,2,0,0,0
